Marco_Margarita_Right_1.c3d  



Time(s):	C_L_bicipite(μV):
0.67	32.52869
0.6705	25.98267
0.671	31.21948
0.6715	43.80798
0.672	105.23987
0.6725	161.43494
0.673	178.85742
0.6735	170.90149
0.674	141.99829
0.6745	112.18872
0.675	74.82605
0.6755	37.16125
0.676	3.02124
0.6765	-29.20532
0.677	-57.9071
0.6775	-88.82446
0.678	-106.04553
0.6785	-113.80005
0.679	-119.23828
0.6795	-123.56873
0.68	-119.33899
0.6805	-109.87244
0.681	-98.79456
0.6815	-87.21313
0.682	-73.41614
0.6825	-57.20215
0.683	-49.64905
0.6835	-36.4563
0.684	-27.19116
0.6845	-10.37292
0.685	2.92053
0.6855	7.25098
0.686	6.14319
0.6865	18.93311
0.687	44.31152
0.6875	57.10144
0.688	52.67029
0.6885	43.00232
0.689	33.53577
0.6895	21.04797
0.69	12.5885
0.6905	13.797
0.691	8.66089
0.6915	7.04956
0.692	7.15027
0.6925	6.3446
0.693	2.92053
0.6935	5.43823
0.694	-1.40991
0.6945	4.12903
0.695	3.32336
0.6955	5.13611
0.696	1.91345
0.6965	6.44531
0.697	8.25806
0.6975	9.06372
0.698	10.27222
0.6985	9.66797
0.699	11.88354
0.6995	6.94885
0.7	4.83398
0.7005	0
0.701	8.15735
0.7015	9.86938
0.702	12.68921
0.7025	12.99133
0.703	17.42249
0.7035	20.74585
0.704	20.54443
0.7045	24.06921
0.705	35.75134
0.7055	46.22498
0.706	53.97949
0.7065	46.72852
0.707	43.30444
