Marco_Margarita_Right_2.c3d  



Time(s):	C_L_bicipite(μV):
0	9.36584
0.0005	7.85522
0.001	7.65381
0.0015	8.96301
0.002	7.75452
0.0025	-3.42407
0.003	2.11487
0.0035	3.7262
0.004	6.94885
0.0045	9.26514
0.005	8.05664
0.0055	6.54602
0.006	8.35876
0.0065	11.88354
0.007	8.7616
0.0075	10.37292
0.008	3.8269
0.0085	5.94177
0.009	4.53186
0.0095	6.84814
0.01	3.22266
0.0105	6.04248
0.011	6.94885
0.0115	9.46655
0.012	9.16443
0.0125	3.02124
0.013	4.73328
0.0135	5.13611
0.014	10.17151
0.0145	6.64673
0.015	12.68921
0.0155	8.45947
0.016	7.25098
0.0165	10.87646
0.017	1.81274
0.0175	5.13611
0.018	9.16443
0.0185	8.56018
0.019	8.66089
0.0195	7.15027
0.02	10.27222
0.0205	14.80408
0.021	7.15027
0.0215	11.78284
0.022	4.53186
0.0225	4.33044
0.023	4.43115
0.0235	8.15735
0.024	9.97009
0.0245	12.08496
0.025	7.65381
0.0255	9.97009
0.026	14.60266
0.0265	10.27222
0.027	9.46655
0.0275	11.58142
0.028	9.86938
0.0285	12.38708
0.029	8.05664
0.0295	6.3446
0.03	8.25806
0.0305	11.68213
0.031	15.40833
0.0315	14.70337
0.032	10.37292
0.0325	9.56726
0.033	16.01257
0.0335	11.38
0.034	8.25806
0.0345	7.65381
0.035	5.74036
0.0355	-1.2085
0.036	2.21558
0.0365	5.74036
0.037	7.25098
0.0375	7.04956
0.038	8.25806
0.0385	8.56018
0.039	5.33752
0.0395	13.797
0.04	5.33752
0.0405	5.23682
0.041	8.15735
0.0415	4.22974
0.042	3.42407
0.0425	3.7262
0.043	2.01416
0.0435	1.61133
0.044	8.35876
0.0445	6.3446
0.045	3.22266
0.0455	4.73328
0.046	8.25806
0.0465	9.26514
0.047	3.62549
0.0475	1.00708
0.048	2.92053
0.0485	1.71204
0.049	5.94177
0.0495	6.44531
0.05	2.81982
0.0505	2.31628
0.051	1.00708
0.0515	0
0.052	-2.71912
0.0525	-1.71204
0.053	-5.33752
0.0535	-3.12195
0.054	2.11487
0.0545	1.81274
0.055	3.52478
0.0555	9.66797
0.056	6.54602
0.0565	9.56726
0.057	5.33752
0.0575	0.80566
0.058	9.06372
0.0585	7.04956
0.059	12.28638
0.0595	10.27222
0.06	6.2439
0.0605	5.33752
0.061	0
0.0615	2.61841
0.062	7.45239
0.0625	1.71204
0.063	0.80566
0.0635	3.32336
0.064	3.92761
0.0645	3.42407
0.065	5.0354
0.0655	7.85522
0.066	10.0708
0.0665	3.92761
0.067	3.42407
0.0675	6.94885
0.068	4.83398
0.0685	7.75452
0.069	4.33044
0.0695	8.96301
0.07	5.74036
0.0705	6.44531
0.071	1.51062
0.0715	1.10779
0.072	5.0354
0.0725	4.63257
0.073	3.8269
0.0735	4.33044
0.074	3.62549
0.0745	2.41699
0.075	2.92053
0.0755	2.92053
0.076	4.02832
0.0765	6.3446
0.077	9.56726
0.0775	4.33044
0.078	4.43115
0.0785	10.57434
0.079	12.78992
0.0795	13.797
0.08	7.65381
0.0805	8.25806
0.081	4.63257
0.0815	10.37292
0.082	1.51062
0.0825	2.81982
0.083	1.3092
0.0835	7.75452
0.084	7.25098
0.0845	9.46655
0.085	11.17859
0.0855	2.21558
0.086	2.11487
0.0865	6.64673
0.087	6.64673
0.0875	5.13611
0.088	3.62549
0.0885	9.16443
0.089	11.58142
0.0895	6.44531
0.09	9.26514
0.0905	7.45239
0.091	7.04956
0.0915	11.58142
0.092	9.06372
0.0925	16.71753
0.093	10.87646
0.0935	9.06372
0.094	5.43823
0.0945	11.68213
0.095	3.52478
0.0955	5.13611
0.096	6.14319
0.0965	4.02832
0.097	3.92761
0.0975	6.64673
0.098	6.94885
0.0985	3.7262
0.099	12.48779
0.0995	5.33752
0.1	4.73328
0.1005	8.66089
0.101	8.8623
0.1015	7.25098
0.102	5.13611
0.1025	5.63965
0.103	6.04248
0.1035	3.22266
0.104	6.14319
0.1045	6.04248
0.105	2.21558
0.1055	4.02832
0.106	7.5531
0.1065	2.5177
0.107	10.87646
0.1075	9.26514
0.108	8.7616
0.1085	4.83398
0.109	11.38
0.1095	7.85522
0.11	5.43823
0.1105	4.12903
0.111	9.56726
0.1115	8.35876
0.112	7.25098
0.1125	3.62549
0.113	7.85522
0.1135	6.14319
0.114	4.93469
0.1145	9.97009
0.115	7.5531
0.1155	4.63257
0.116	4.53186
0.1165	2.41699
0.117	9.06372
0.1175	1.51062
0.118	2.61841
0.1185	1.2085
0.119	4.22974
0.1195	4.43115
0.12	7.35168
0.1205	5.0354
0.121	4.73328
0.1215	2.92053
0.122	1.3092
0.1225	5.74036
0.123	2.11487
0.1235	3.62549
0.124	7.04956
0.1245	3.32336
0.125	5.13611
0.1255	3.12195
0.126	2.61841
0.1265	3.52478
0.127	1.51062
0.1275	3.92761
0.128	3.32336
0.1285	8.35876
0.129	11.17859
0.1295	7.25098
0.13	9.86938
0.1305	8.35876
0.131	6.3446
0.1315	9.76868
0.132	10.0708
0.1325	10.67505
0.133	4.93469
0.1335	3.02124
0.134	10.0708
0.1345	10.87646
0.135	13.797
0.1355	7.65381
0.136	10.47363
