Time (s),RPE Value
0.00,0
6.27,15.0
16.81,30.0
29.51,50.0
39.41,65.0
48.04,70.0
59.20,80.0
67.99,95.0
79.06,98.0
89.26,99.0
98.53,99.0
104.25,
104.47,100.0
