Time (s),RPE Value
0.00,0
10.06,20.0
20.89,40.0
30.09,50.0
40.10,65.0
49.01,75.0
55.36,85.0
61.27,90.0
68.79,97.0
74.38,98.0
82.10,99.0
91.43,100.0
