Time (s),RPE Value
0.00,0
8.61,30.0
13.86,40.0
23.47,60.0
32.61,75.0
38.55,80.0
47.30,90.0
53.63,95.0
61.98,96.0
70.41,98.0
77.11,99.0
82.75,99.0
88.40,
88.52,100.0
