Time (s),RPE Value
0.00,0
11.74,25.0
18.83,30.0
28.56,40.0
34.68,50.0
43.84,65.0
50.91,80.0
56.95,90.0
64.32,95.0
72.07,98.0
78.80,99.0
83.20,100.0
