Time (s),RPE Value
0.00,0
5.64,10.0
11.54,15.0
23.39,25.0
30.32,35.0
43.34,60.0
48.79,70.0
61.57,85.0
70.14,95.0
81.70,97.0
87.64,99.0
96.20,100.0
