Time (s),RPE Value
0.00,0
5.78,20.0
11.86,30.0
23.38,45.0
34.74,60.0
43.34,70.0
49.89,80.0
55.93,85.0
66.10,87.0
74.58,90.0
83.82,91.0
89.94,93.0
95.16,94.0
104.82,96.0
116.86,97.0
123.82,
124.90,100.0
