Time (s),RPE Value
0.00,0
12.79,15.0
21.70,25.0
27.57,30.0
34.21,40.0
42.12,50.0
52.84,65.0
62.67,80.0
74.83,90.0
81.32,95.0
86.44,97.0
89.93,100.0
