Time (s),RPE Value
0.00,0
12.11,10.0
18.00,20.0
29.92,30.0
38.98,40.0
46.44,50.0
57.36,60.0
63.94,70.0
71.01,80.0
78.92,90.0
89.99,
91.41,100.0
