Time (s),RPE Value
0.00,0
11.17,8.0
21.95,25.0
29.01,30.0
35.19,40.0
46.79,55.0
59.65,80.0
66.87,89.0
76.63,95.0
83.00,97.0
89.34,
91.67,100.0
