Time (s),RPE Value
0.00,0
7.59,15.0
15.53,25.0
23.60,35.0
32.11,45.0
38.08,50.0
43.78,60.0
51.76,70.0
59.92,85.0
66.64,90.0
72.64,95.0
79.30,
81.72,100.0
