Time (s),RPE Value
0.00,0
8.66,15.0
20.93,30.0
27.84,45.0
35.56,55.0
43.89,65.0
55.26,70.0
63.40,80.0
68.74,85.0
80.38,97.0
89.82,98.0
100.12,
100.78,100.0
