Time (s),RPE Value
0.00,0
7.96,10.0
15.33,15.0
24.57,25.0
36.31,35.0
46.10,50.0
52.44,60.0
65.32,75.0
70.59,85.0
80.38,95.0
92.78,98.0
98.13,99.0
104.57,100.0
