Christian_Larivera_Right_3.c3d  



Time(s):	B_R_bicipite(μV):
0	8.66089
0.0005	7.35168
0.001	10.77576
0.0015	9.06372
0.002	11.07788
0.0025	2.31628
0.003	-0.80566
0.0035	2.11487
0.004	6.44531
0.0045	3.42407
0.005	1.51062
0.0055	7.65381
0.006	5.53894
0.0065	7.85522
0.007	8.66089
0.0075	8.15735
0.008	9.26514
0.0085	6.3446
0.009	12.68921
0.0095	7.04956
0.01	6.44531
0.0105	7.65381
0.011	4.33044
0.0115	9.26514
0.012	7.95593
0.0125	5.23682
0.013	5.0354
0.0135	9.66797
0.014	6.44531
0.0145	5.13611
0.015	0
0.0155	2.81982
0.016	8.05664
0.0165	7.75452
0.017	8.45947
0.0175	12.28638
0.018	15.20691
0.0185	17.42249
0.019	20.34302
0.0195	15.40833
0.02	14.80408
0.0205	16.3147
0.021	9.97009
0.0215	7.35168
0.022	6.14319
0.0225	16.61682
0.023	11.78284
0.0235	6.84814
0.024	2.31628
0.0245	3.22266
0.025	4.43115
0.0255	-2.92053
0.026	-2.71912
0.0265	-3.7262
0.027	-3.22266
0.0275	-1.10779
0.028	-3.52478
0.0285	-7.15027
0.029	0.70496
0.0295	-3.22266
0.03	2.21558
0.0305	-0.30212
0.031	-3.92761
0.0315	-4.22974
0.032	-1.61133
0.0325	-3.92761
0.033	-0.30212
0.0335	-2.61841
0.034	1.00708
0.0345	4.43115
0.035	2.41699
0.0355	0.40283
0.036	3.62549
0.0365	11.98425
0.037	14.80408
0.0375	14.90479
0.038	12.18567
0.0385	13.09204
0.039	3.92761
0.0395	10.77576
0.04	6.64673
0.0405	6.84814
0.041	5.13611
0.0415	0.70496
0.042	1.51062
0.0425	-0.70496
0.043	4.12903
0.0435	6.64673
0.044	8.45947
0.0445	7.65381
0.045	6.3446
0.0455	8.35876
0.046	10.57434
0.0465	4.43115
0.047	4.33044
0.0475	7.15027
0.048	6.94885
0.0485	4.73328
0.049	3.7262
0.0495	7.35168
0.05	8.96301
0.0505	2.81982
0.051	6.2439
0.0515	6.54602
0.052	2.41699
0.0525	0.60425
0.053	3.62549
0.0535	3.32336
0.054	6.94885
0.0545	8.8623
0.055	4.02832
0.0555	4.83398
0.056	10.87646
0.0565	8.05664
0.057	7.35168
0.0575	2.21558
0.058	0.90637
0.0585	4.63257
0.059	6.3446
0.0595	11.88354
0.06	13.39417
0.0605	10.27222
0.061	10.77576
0.0615	14.50195
0.062	18.02673
0.0625	21.95435
0.063	25.57983
0.0635	24.06921
0.064	18.42957
0.0645	17.6239
0.065	19.53735
0.0655	12.08496
0.066	4.22974
0.0665	-1.81274
0.067	-9.97009
0.0675	-15.1062
0.068	-15.50903
0.0685	-17.32178
0.069	-17.32178
0.0695	-15.30762
0.07	-12.99133
0.0705	-7.15027
0.071	-5.33752
0.0715	-9.16443
0.072	-6.3446
0.0725	-0.30212
0.073	-8.45947
0.0735	5.84106
0.074	-2.71912
0.0745	-0.20142
0.075	3.92761
0.0755	2.41699
0.076	2.21558
0.0765	2.41699
0.077	5.0354
0.0775	5.53894
0.078	2.61841
0.0785	1.10779
0.079	5.84106
0.0795	7.5531
0.08	7.75452
0.0805	8.8623
0.081	2.41699
0.0815	4.93469
0.082	4.63257
0.0825	5.43823
0.083	2.01416
0.0835	1.71204
0.084	7.45239
0.0845	12.38708
0.085	11.2793
0.0855	8.7616
0.086	6.44531
0.0865	2.5177
0.087	5.74036
0.0875	5.53894
0.088	5.13611
0.0885	0.80566
0.089	6.04248
0.0895	7.04956
0.09	11.2793
0.0905	5.74036
0.091	2.21558
0.0915	5.63965
0.092	5.33752
0.0925	5.63965
0.093	0.90637
0.0935	1.10779
0.094	4.73328
0.0945	7.35168
0.095	3.52478
0.0955	2.81982
0.096	2.71912
0.0965	-1.3092
0.097	2.61841
0.0975	3.8269
0.098	2.71912
0.0985	-1.81274
0.099	-0.80566
0.0995	3.8269
0.1	6.44531
0.1005	9.76868
0.101	4.93469
0.1015	7.65381
0.102	7.75452
0.1025	13.19275
0.103	15.00549
0.1035	12.99133
0.104	17.32178
0.1045	10.57434
0.105	6.94885
0.1055	8.35876
0.106	12.18567
0.1065	16.91895
0.107	10.97717
0.1075	5.0354
0.108	9.56726
0.1085	9.46655
0.109	1.91345
0.1095	5.13611
0.11	4.22974
0.1105	4.63257
0.111	-3.92761
0.1115	-6.44531
0.112	0.70496
0.1125	2.5177
0.113	-1.91345
0.1135	-1.81274
0.114	-0.30212
