Christian_Larivera_Right_1.c3d  



Time(s):	B_R_bicipite(μV):
0	4.93469
0.0005	9.06372
0.001	8.05664
0.0015	14.40125
0.002	11.07788
0.0025	11.48071
0.003	10.27222
0.0035	10.27222
0.004	5.33752
0.0045	8.96301
0.005	8.45947
0.0055	11.07788
0.006	17.32178
0.0065	21.04797
0.007	24.77417
0.0075	25.27771
0.008	21.85364
0.0085	19.03381
0.009	16.11328
0.0095	10.87646
0.01	4.22974
0.0105	3.42407
0.011	0.40283
0.0115	-4.02832
0.012	-2.92053
0.0125	-5.43823
0.013	1.81274
0.0135	1.00708
0.014	4.33044
0.0145	4.73328
0.015	2.41699
0.0155	1.81274
0.016	5.63965
0.0165	2.11487
0.017	6.84814
0.0175	5.0354
0.018	5.13611
0.0185	6.3446
0.019	9.26514
0.0195	8.15735
0.02	6.3446
0.0205	10.87646
0.021	12.28638
0.0215	11.48071
0.022	7.35168
0.0225	12.89062
0.023	9.66797
0.0235	9.97009
0.024	2.11487
0.0245	4.12903
0.025	1.91345
0.0255	-10.67505
0.026	-6.14319
0.0265	-3.42407
0.027	-6.74744
0.0275	-4.93469
0.028	-4.93469
0.0285	-2.11487
0.029	4.02832
0.0295	5.13611
0.03	13.49487
0.0305	11.07788
0.031	10.17151
0.0315	6.44531
0.032	0.90637
0.0325	-4.43115
0.033	-2.21558
0.0335	-8.96301
0.034	-29.60815
0.0345	-41.69312
0.035	-36.25488
0.0355	-31.62231
0.036	-25.98267
0.0365	-31.72302
0.037	-36.4563
0.0375	-33.53577
0.038	-24.37134
0.0385	-22.6593
0.039	-16.51611
0.0395	-0.40283
0.04	10.0708
0.0405	25.68054
0.041	33.03223
0.0415	43.10303
0.042	47.8363
0.0425	50.2533
0.043	38.26904
0.0435	40.48462
0.044	37.96692
0.0445	41.99524
0.045	40.88745
0.0455	40.1825
0.046	30.31311
0.0465	28.19824
0.047	20.74585
0.0475	15.20691
0.048	11.98425
0.0485	19.73877
0.049	19.13452
0.0495	14.70337
0.05	14.30054
0.0505	15.50903
0.051	15.50903
0.0515	18.8324
0.052	20.04089
0.0525	13.49487
0.053	6.54602
0.0535	4.22974
0.054	-6.94885
0.0545	-9.26514
0.055	-13.09204
0.0555	-3.7262
0.056	-9.86938
0.0565	-7.15027
0.057	-6.2439
0.0575	-8.05664
0.058	-4.43115
0.0585	-3.42407
0.059	-1.10779
0.0595	-0.60425
0.06	2.11487
0.0605	4.63257
0.061	-0.50354
0.0615	2.31628
0.062	2.21558
0.0625	1.71204
0.063	2.92053
0.0635	11.58142
0.064	16.21399
0.0645	14.30054
0.065	18.02673
0.0655	20.04089
0.066	19.13452
0.0665	19.23523
0.067	16.81824
0.0675	16.41541
0.068	8.25806
0.0685	10.37292
0.069	11.48071
0.0695	9.36584
0.07	13.59558
0.0705	13.99841
0.071	11.58142
0.0715	12.08496
0.072	9.97009
0.0725	14.60266
0.073	9.16443
0.0735	10.57434
0.074	9.56726
0.0745	9.46655
0.075	11.48071
0.0755	8.25806
0.076	7.15027
0.0765	0.20142
0.077	0.40283
0.0775	-1.3092
0.078	-7.15027
0.0785	-6.64673
0.079	-9.16443
0.0795	-15.00549
0.08	-11.88354
0.0805	-8.7616
0.081	-8.7616
0.0815	-3.22266
0.082	0.10071
0.0825	0.10071
0.083	-3.02124
0.0835	5.33752
0.084	0
0.0845	3.7262
0.085	13.09204
0.0855	12.5885
0.086	11.38
0.0865	4.83398
0.087	3.32336
0.0875	3.22266
0.088	-0.80566
0.0885	0.30212
0.089	-3.02124
0.0895	-10.17151
0.09	-11.07788
0.0905	-14.09912
0.091	-16.71753
0.0915	-10.67505
0.092	11.78284
0.0925	13.99841
0.093	7.25098
0.0935	-9.36584
0.094	-4.63257
0.0945	3.52478
0.095	10.77576
0.0955	3.7262
0.096	8.05664
0.0965	10.47363
0.097	17.6239
0.0975	23.46497
0.098	28.39966
0.0985	33.33435
0.099	32.12585
0.0995	38.974
0.1	34.74426
0.1005	33.23364
0.101	39.57825
0.1015	30.61523
0.102	11.2793
0.1025	1.91345
0.103	-0.70496
0.1035	-4.22974
0.104	-1.2085
0.1045	-0.70496
0.105	4.73328
0.1055	6.44531
0.106	4.93469
0.1065	5.63965
0.107	2.31628
0.1075	3.62549
0.108	-1.61133
0.1085	-7.35168
0.109	0.70496
0.1095	3.52478
0.11	0.60425
0.1105	-3.42407
0.111	0.80566
0.1115	1.2085
0.112	3.32336
0.1125	10.17151
0.113	13.797
0.1135	16.11328
0.114	23.36426
0.1145	26.88904
0.115	26.58691
0.1155	21.04797
0.116	15.20691
0.1165	11.68213
0.117	8.35876
0.1175	5.13611
0.118	-0.10071
0.1185	-1.3092
0.119	-4.02832
