Time (s),RPE Value
0.00,0
5.34,10.0
14.41,20.0
23.79,30.0
33.88,40.0
42.52,50.0
48.22,70.0
55.75,80.0
63.55,90.0
69.04,93.0
77.70,96.0
85.12,100.0
