Time (s),RPE Value
0.00,0
5.07,10.0
15.71,20.0
26.19,35.0
39.01,45.0
45.08,55.0
53.06,60.0
61.93,75.0
74.83,88.0
82.83,95.0
92.27,98.0
101.75,99.0
107.35,100.0
