Time (s),RPE Value
0.00,0
9.42,10.0
19.52,20.0
24.70,30.0
30.88,40.0
39.95,50.0
46.59,60.0
53.16,70.0
61.87,75.0
66.99,80.0
75.69,85.0
87.39,90.0
100.35,96.0
112.19,99.0
116.15,100.0
