Time (s),RPE Value
0.00,0
6.10,20.0
17.18,30.0
26.02,40.0
33.51,50.0
39.75,60.0
46.52,80.0
59.33,85.0
64.40,90.0
72.34,95.0
80.52,96.0
92.49,99.0
98.55,
100.15,100.0
