Time (s),RPE Value
0.00,0
12.71,10.0
24.39,20.0
30.31,30.0
37.08,40.0
42.65,50.0
52.29,60.0
62.99,70.0
73.34,80.0
85.82,90.0
91.76,95.0
100.78,
101.80,100.0
