Time (s),RPE Value
0.00,0
5.99,20.0
13.21,35.0
21.17,45.0
30.11,60.0
39.18,75.0
47.06,85.0
53.01,95.0
60.25,97.0
68.81,98.0
75.73,99.0
81.08,99.0
84.44,100.0
