Time (s),RPE Value
0.00,0
12.21,20.0
19.65,35.0
25.50,40.0
31.84,60.0
41.79,68.0
53.54,70.0
65.62,85.0
76.26,90.0
82.92,93.0
92.89,96.0
99.07,
100.17,100.0
