Time (s),RPE Value
0.00,0
11.62,20.0
20.45,40.0
26.54,50.0
37.89,75.0
48.62,85.0
56.03,95.0
61.40,98.0
66.54,99.0
78.75,99.0
86.68,99.0
92.54,100.0
