Time (s),RPE Value
0.00,0
5.34,15.0
15.03,25.0
22.37,40.0
28.76,50.0
35.10,55.0
41.80,65.0
50.12,75.0
61.93,85.0
74.39,95.0
86.15,98.0
91.33,100.0
