Time (s),RPE Value
0.00,0
11.07,25.0
23.95,35.0
29.41,45.0
38.60,55.0
45.17,65.0
53.61,75.0
64.22,85.0
73.42,95.0
80.17,99.0
85.44,99.0
92.54,99.0
95.98,100.0
