Time (s),RPE Value
0.00,0
9.81,10.0
15.66,25.0
26.82,35.0
35.18,45.0
41.17,56.0
46.77,65.0
54.78,75.0
63.13,85.0
68.46,90.0
80.27,95.0
93.06,98.0
103.58,
105.52,100.0
