Time (s),RPE Value
0.00,0
9.91,20.0
16.65,30.0
25.04,40.0
35.27,50.0
43.85,60.0
49.66,70.0
58.77,85.0
66.40,90.0
78.58,95.0
84.99,97.0
97.98,
98.87,100.0
