Time (s),RPE Value
0.00,0
8.09,15.0
17.26,25.0
27.92,40.0
33.08,50.0
40.77,60.0
46.21,70.0
57.43,80.0
69.76,90.0
81.15,95.0
92.76,98.0
97.47,100.0
