Marco_Margarita_Right_1.c3d  



Time(s):	B_L_bicipite(μV):
0	21.95435
0.0005	21.24939
0.001	25.07629
0.0015	25.68054
0.002	26.18408
0.0025	19.83948
0.003	16.51611
0.0035	6.84814
0.004	7.75452
0.0045	1.3092
0.005	-0.90637
0.0055	-0.30212
0.006	-1.51062
0.0065	-4.63257
0.007	-6.84814
0.0075	-9.46655
0.008	-6.44531
0.0085	-9.16443
0.009	-3.62549
0.0095	1.81274
0.01	-0.40283
0.0105	3.62549
0.011	-4.22974
0.0115	-0.20142
0.012	-7.15027
0.0125	-8.66089
0.013	-13.99841
0.0135	-10.87646
0.014	-9.06372
0.0145	-11.2793
0.015	-7.45239
0.0155	-7.5531
0.016	-2.01416
0.0165	2.01416
0.017	2.41699
0.0175	0.10071
0.018	1.3092
0.0185	6.74744
0.019	4.02832
0.0195	12.28638
0.02	13.99841
0.0205	21.3501
0.021	24.87488
0.0215	20.74585
0.022	27.79541
0.0225	22.25647
0.023	25.27771
0.0235	25.47913
0.024	28.80249
0.0245	23.76709
0.025	12.78992
0.0255	3.62549
0.026	-5.0354
0.0265	-19.43665
0.027	-19.53735
0.0275	-20.24231
0.028	-17.42249
0.0285	-8.15735
0.029	-2.11487
0.0295	-4.22974
0.03	-11.88354
0.0305	-5.84106
0.031	-0.60425
0.0315	-2.41699
0.032	-5.23682
0.0325	-0.60425
0.033	-0.90637
0.0335	14.50195
0.034	12.18567
0.0345	18.42957
0.035	21.14868
0.0355	29.80957
0.036	35.14709
0.0365	33.23364
0.037	28.9032
0.0375	29.10461
0.038	37.06055
0.0385	31.4209
0.039	22.05505
0.0395	17.12036
0.04	17.22107
0.0405	13.49487
0.041	9.26514
0.0415	17.01965
0.042	0.40283
0.0425	-1.81274
0.043	-4.73328
0.0435	11.68213
0.044	21.45081
0.0445	33.23364
0.045	27.09045
0.0455	26.3855
0.046	19.03381
0.0465	8.25806
0.047	7.25098
0.0475	3.52478
0.048	-0.40283
0.0485	-0.40283
0.049	3.12195
0.0495	-6.94885
0.05	-14.40125
0.0505	-15.40833
0.051	-10.17151
0.0515	-4.93469
0.052	2.21558
0.0525	0.20142
0.053	3.62549
0.0535	11.88354
0.054	13.59558
0.0545	14.80408
0.055	8.56018
0.0555	7.15027
0.056	2.81982
0.0565	-1.00708
0.057	-3.7262
0.0575	-2.31628
0.058	-1.2085
0.0585	4.33044
0.059	1.71204
0.0595	0.10071
0.06	-16.71753
0.0605	-34.74426
0.061	-42.8009
0.0615	-43.60657
0.062	-41.18958
0.0625	-33.03223
0.063	-29.10461
0.0635	-27.09045
0.064	-18.53027
0.0645	-7.25098
0.065	6.2439
0.0655	16.91895
0.066	24.77417
0.0665	26.78833
0.067	18.73169
0.0675	12.38708
0.068	-11.58142
0.0685	-31.62231
0.069	-47.43347
0.0695	-70.19348
0.07	-75.12817
0.0705	-70.29419
0.071	-69.38782
0.0715	-52.56958
0.072	-30.2124
0.0725	-20.44373
0.073	-17.32178
0.0735	0.50354
0.074	7.5531
0.0745	16.21399
0.075	24.97559
0.0755	34.24072
0.076	39.17542
0.0765	31.32019
0.077	32.32727
0.0775	38.47046
0.078	49.44763
0.0785	60.72693
0.079	68.38074
0.0795	73.01331
0.08	65.66162
0.0805	60.02197
0.081	51.05896
0.0815	54.48303
0.082	54.48303
0.0825	50.95825
0.083	39.77966
0.0835	29.91028
0.084	20.1416
0.0845	18.02673
0.085	17.42249
0.0855	11.48071
0.086	-0.30212
0.0865	-12.99133
0.087	-13.59558
0.0875	-21.04797
0.088	-26.18408
0.0885	-27.09045
0.089	-28.50037
0.0895	-29.10461
0.09	-26.48621
0.0905	-24.16992
0.091	-19.94019
0.0915	-7.5531
0.092	3.12195
0.0925	0.70496
0.093	9.56726
0.0935	8.25806
0.094	10.17151
0.0945	29.30603
0.095	41.59241
0.0955	43.40515
0.096	42.09595
0.0965	36.15417
0.097	30.61523
0.0975	18.93311
0.098	21.04797
0.0985	17.92603
0.099	11.98425
0.0995	7.5531
0.1	7.45239
0.1005	6.44531
0.101	6.74744
0.1015	6.2439
0.102	7.75452
0.1025	3.02124
0.103	5.0354
0.1035	-6.3446
0.104	-5.63965
0.1045	-8.66089
0.105	-13.39417
0.1055	-20.64514
0.106	-48.74268
0.1065	-66.06445
0.107	-71.09985
0.1075	-54.48303
0.108	-44.31152
0.1085	-27.09045
0.109	-7.95593
0.1095	1.40991
0.11	11.2793
0.1105	22.55859
0.111	28.39966
0.1115	36.4563
0.112	34.44214
0.1125	36.35559
0.113	36.95984
0.1135	33.33435
0.114	31.21948
0.1145	24.27063
0.115	22.76001
0.1155	20.34302
0.116	13.49487
0.1165	8.15735
0.117	1.81274
0.1175	-2.5177
0.118	10.47363
0.1185	20.54443
0.119	22.05505
0.1195	25.27771
0.12	20.34302
0.1205	14.90479
0.121	15.20691
0.1215	15.30762
0.122	2.11487
0.1225	-11.38
0.123	-5.43823
0.1235	-1.71204
0.124	-5.84106
0.1245	-21.95435
0.125	-42.39807
0.1255	-69.28711
0.126	-113.80005
0.1265	-143.4082
0.127	-139.48059
0.1275	-121.05103
0.128	-97.78748
0.1285	-66.16516
0.129	-36.05347
0.1295	-6.54602
0.13	11.68213
0.1305	45.3186
0.131	58.41064
0.1315	74.02039
0.132	87.21313
0.1325	91.34216
0.133	93.35632
0.1335	94.96765
0.134	101.31226
0.1345	122.86377
0.135	122.96448
0.1355	102.31934
0.136	77.04163
0.1365	62.64038
0.137	63.54675
0.1375	67.37366
0.138	67.07153
0.1385	66.6687
0.139	58.51135
0.1395	49.34692
0.14	42.29736
0.1405	35.65063
0.141	18.63098
0.1415	8.25806
0.142	-0.80566
0.1425	-6.94885
0.143	-9.76868
0.1435	-17.92603
0.144	-19.73877
0.1445	-16.91895
0.145	-15.30762
0.1455	-15.71045
0.146	-9.76868
0.1465	-9.66797
0.147	-9.06372
0.1475	-12.78992
0.148	-10.27222
0.1485	-9.97009
0.149	-12.99133
0.1495	-9.36584
0.15	-8.25806
0.1505	-8.15735
0.151	-8.45947
0.1515	0
0.152	3.32336
0.1525	-8.05664
0.153	-3.52478
0.1535	1.2085
0.154	5.84106
0.1545	2.81982
0.155	-5.53894
