Marco_Margarita_Right_3.c3d  



Time(s):	B_L_bicipite(μV):
0	-76.84021
0.0005	-83.48694
0.001	-67.97791
0.0015	-59.61914
0.002	-45.01648
0.0025	-35.2478
0.003	-32.93152
0.0035	-69.79065
0.004	-83.18481
0.0045	-59.61914
0.005	-40.1825
0.0055	-35.95276
0.006	-20.84656
0.0065	4.83398
0.007	42.90161
0.0075	65.66162
0.008	90.93933
0.0085	123.46802
0.009	146.83228
0.0095	144.01245
0.01	145.72449
0.0105	139.78271
0.011	131.32324
0.0115	127.79846
0.012	122.56165
0.0125	108.76465
0.013	98.19031
0.0135	82.47986
0.014	64.35242
0.0145	56.5979
0.015	51.66321
0.0155	44.91577
0.016	39.77966
0.0165	5.43823
0.017	-34.03931
0.0175	-37.7655
0.018	-41.69312
0.0185	-41.08887
0.019	-29.10461
0.0195	-15.71045
0.02	3.92761
0.0205	24.97559
0.021	30.01099
0.0215	29.30603
0.022	26.68762
0.0225	22.76001
0.023	23.36426
0.0235	18.73169
0.024	5.63965
0.0245	0.40283
0.025	4.73328
0.0255	6.04248
0.026	7.65381
0.0265	-4.63257
0.027	-2.31628
0.0275	32.12585
0.028	70.49561
0.0285	72.30835
0.029	47.8363
0.0295	6.84814
0.03	-44.51294
0.0305	-84.89685
0.031	-121.35315
0.0315	-138.07068
0.032	-126.9928
0.0325	-108.1604
0.033	-102.62146
0.0335	-94.66553
0.034	-78.75366
0.0345	-56.5979
0.035	-36.95984
0.0355	-17.42249
0.036	-3.42407
0.0365	2.92053
0.037	10.0708
0.0375	8.05664
0.038	10.17151
0.0385	13.49487
0.039	17.72461
0.0395	28.29895
0.04	53.67737
0.0405	72.10693
0.041	81.87561
0.0415	70.49561
0.042	68.48145
0.0425	74.02039
0.043	87.41455
0.0435	100.70801
0.044	111.9873
0.0445	90.23438
0.045	69.79065
0.0455	51.26038
0.046	39.57825
0.0465	26.98975
0.047	17.6239
0.0475	-2.41699
0.048	-51.46179
0.0485	-140.68909
0.049	-241.90063
0.0495	-318.94226
0.05	-349.75891
0.0505	-330.32227
0.051	-296.18225
0.0515	-244.21692
0.052	-196.68274
0.0525	-146.12732
0.053	-67.57507
0.0535	-7.25098
0.054	37.36267
0.0545	73.51685
0.055	103.22571
0.0555	117.52625
0.056	125.48218
0.0565	138.07068
0.057	157.80945
0.0575	202.5238
0.058	248.54736
0.0585	289.33411
0.059	264.0564
0.0595	212.4939
0.06	174.92981
0.0605	152.67334
0.061	131.02112
0.0615	102.72217
0.062	75.93384
0.0625	65.46021
0.063	63.74817
0.0635	72.50977
0.064	71.20056
0.0645	71.7041
0.065	65.15808
0.0655	44.31152
0.066	14.50195
0.0665	-32.12585
0.067	-69.79065
0.0675	-78.45154
0.068	-80.56641
0.0685	-89.02588
0.069	-98.49243
0.0695	-136.15723
0.07	-175.73547
0.0705	-187.51831
0.071	-206.14929
0.0715	-234.34753
0.072	-224.17603
0.0725	-183.99353
0.073	-133.3374
0.0735	-81.7749
0.074	-19.73877
0.0745	54.18091
0.075	113.80005
0.0755	164.45618
0.076	208.56628
0.0765	218.73779
0.077	201.91956
0.0775	189.43176
0.078	187.21619
0.0785	176.13831
0.079	144.91882
0.0795	110.47668
0.08	81.47278
0.0805	61.33118
0.081	44.0094
0.0815	29.30603
0.082	13.797
0.0825	7.15027
0.083	-2.11487
0.0835	-6.14319
0.084	2.5177
0.0845	4.53186
0.085	6.84814
0.0855	6.84814
0.086	7.15027
0.0865	15.60974
0.087	8.25806
0.0875	6.44531
0.088	-7.65381
0.0885	-14.70337
0.089	-11.88354
0.0895	-13.797
0.09	-44.81506
0.0905	-97.38464
0.091	-154.18396
0.0915	-177.04468
0.092	-166.36963
0.0925	-151.56555
0.093	-120.54749
0.0935	-92.14783
0.094	-64.65454
0.0945	-38.26904
0.095	-0.40283
0.0955	28.60107
0.096	38.67188
0.0965	49.74976
0.097	59.31702
0.0975	67.57507
0.098	75.73242
0.0985	70.3949
0.099	69.48853
0.0995	63.84888
0.1	60.3241
0.1005	57.60498
0.101	59.01489
0.1015	64.05029
0.102	72.61047
0.1025	59.21631
0.103	45.01648
0.1035	38.26904
0.104	36.25488
0.1045	41.59241
0.105	28.80249
0.1055	26.88904
0.106	31.62231
0.1065	24.77417
0.107	23.56567
0.1075	21.55151
0.108	12.18567
0.1085	5.23682
0.109	-3.92761
0.1095	-17.6239
0.11	-51.5625
0.1105	-91.24146
0.111	-101.11084
0.1115	-92.24854
0.112	-87.61597
0.1125	-64.55383
0.113	-43.10303
0.1135	-21.65222
0.114	0
0.1145	14.50195
0.115	27.49329
0.1155	37.26196
0.116	46.12427
0.1165	44.31152
0.117	31.01807
0.1175	24.87488
0.118	24.77417
0.1185	19.94019
0.119	18.53027
0.1195	4.02832
0.12	-9.56726
0.1205	-21.3501
0.121	-32.42798
0.1215	-59.82056
0.122	-59.41772
0.1225	-67.27295
0.123	-69.89136
0.1235	-67.67578
0.124	-71.30127
0.1245	-82.47986
0.125	-109.87244
0.1255	-125.58289
0.126	-131.72607
0.1265	-120.04395
0.127	-104.13208
0.1275	-86.10535
0.128	-57.40356
0.1285	-38.57117
0.129	-47.63489
0.1295	-51.46179
0.13	-28.50037
