Time (s),RPE Value
0.00,0
10.23,20.0
20.16,40.0
32.07,50.0
39.94,60.0
46.63,70.0
54.60,75.0
63.58,80.0
74.32,90.0
84.49,95.0
93.35,98.0
99.12,99.0
109.51,
110.07,100.0
