Time (s),RPE Value
0.00,0
6.84,7.0
16.41,18.0
25.44,30.0
31.56,40.0
40.58,55.0
50.42,70.0
59.92,85.0
69.04,90.0
74.18,95.0
83.60,98.0
89.62,99.0
94.78,100.0

