Time (s),RPE Value
0.00,0
10.68,30.0
21.54,40.0
31.66,50.0
37.35,60.0
43.59,70.0
53.09,80.0
60.88,90.0
68.76,95.0
77.20,99.0
84.54,99.0
96.88,99.0
102.14,100.0
