Time (s),RPE Value
0.00,0
12.46,25.0
17.50,35.0
26.12,45.0
32.49,50.0
39.30,60.0
51.39,75.0
57.63,85.0
69.47,95.0
81.37,99.0
93.79,99.0
98.95,100.0
