Time (s),RPE Value
0.00,0
8.97,30.0
13.99,40.0
24.15,55.0
35.63,70.0
42.57,80.0
55.49,90.0
61.32,93.0
71.76,98.0
78.13,99.0
83.97,99.0
90.24,99.0
97.08,99.0
105.90,99.0
111.72,
112.71,100.0
