Time (s),RPE Value
0.00,0
6.04,25.0
18.54,40.0
26.56,47.0
36.69,60.0
47.96,75.0
60.94,85.0
70.05,95.0
81.14,99.0
92.93,99.0
102.06,
103.41,100.0
