Time (s),RPE Value
0.00,0
7.04,15.0
13.41,30.0
20.46,40.0
31.24,55.0
38.03,65.0
48.70,80.0
61.22,90.0
66.40,98.0
72.19,99.0
81.05,
81.90,100.0
