Time (s),RPE Value
0.00,0
8.42,15.0
16.90,25.0
24.44,40.0
30.27,50.0
36.00,60.0
45.57,75.0
54.69,85.0
59.95,90.0
68.42,95.0
76.88,98.0
85.64,99.0
94.06,100.0
