Time (s),RPE Value
0.00,0
7.37,15.0
13.68,20.0
23.63,30.0
32.69,40.0
40.51,55.0
48.08,60.0
53.41,70.0
60.87,75.0
68.00,80.0
74.71,85.0
81.17,90.0
90.49,98.0
96.61,97.0
104.75,99.0
112.91,
113.31,100.0
